regulatory	KO
Dapma7bEVm019761t1	
Dapma7bEVm012434t1	K14464
Dapma7bEVm028672t1	
Dapma7bEVm013416t1	K22255
Dapma7bEVm027999t1	
Dapma7bEVm009456t1	
Dapma7bEVm023196t1	
Dapma7bEVm028946t1	
Dapma7bEVm016045t1	
Dapma7bEVm029176t1	
Dapma7bEVm010031t1	K26153
Dapma7bEVm023072t1	
Dapma7bEVm012054t1	K07305
Dapma7bEVm028158t1	K14769
Dapma7bEVm028279t1	
Dapma7bEVm001834t1	K06774
Dapma7bEVm018789t1	
Dapma7bEVm012137t1	
Dapma7bEVm015732t1	
Dapma7bEVm028617t1	
Dapma7bEVm013015t1	
Dapma7bEVm005089t1	K14638
Dapma7bEVm028084t1	
Dapma7bEVm015867t1	K27583
Dapma7bEVm011347t1	
Dapma7bEVm016520t1	
Dapma7bEVm018628t1	K19327
Dapma7bEVm009292t1	
Dapma7bEVm017578t1	
Dapma7bEVm005477t1	K19759
Dapma7bEVm029005t1	
Dapma7bEVm016717t1	K04255
Dapma7bEVm011444t1	
Dapma7bEVm004333t1	
Dapma7bEVm028243t1	K03018
Dapma7bEVm006539t1	
Dapma7bEVm016713t1	
Dapma7bEVm005544t1	K15001
Dapma7bEVm017039t1	
Dapma7bEVm028314t1	
Dapma7bEVm007465t1	
Dapma7bEVm028200t1	K24021
Dapma7bEVm015903t1	
Dapma7bEVm007234t1	K20840
Dapma7bEVm016373t1	K01183
Dapma7bEVm006010t1	
Dapma7bEVm020679t1	
Dapma7bEVm013373t1	K25591
Dapma7bEVm024811t1	
Dapma7bEVm030435t1	K15621
Dapma7bEVm019885t1	
Dapma7bEVm020497t1	
Dapma7bEVm014369t1	K12741
Dapma7bEVm027543t1	
Dapma7bEVm028365t1	K17433
Dapma7bEVm023376t1	K10882
Dapma7bEVm018471t1	K04491
Dapma7bEVm027854t1	K03105
Dapma7bEVm011018t1	
Dapma7bEVm016034t1	
Dapma7bEVm028181t1	
Dapma7bEVm012267t1	
Dapma7bEVm019254t1	
Dapma7bEVm010641t1	
Dapma7bEVm005678t1	
Dapma7bEVm020127t1	
Dapma7bEVm007606t1	K08031
Dapma7bEVm014426t1	
Dapma7bEVm019591t1	
Dapma7bEVm017038t1	
Dapma7bEVm027596t1	K26153
Dapma7bEVm018933t1	
Dapma7bEVm006720t1	K06704
Dapma7bEVm008582t1	
Dapma7bEVm028318t1	K01691
Dapma7bEVm026603t1	K17780
Dapma7bEVm028496t1	
Dapma7bEVm011044t1	K23843
Dapma7bEVm011916t1	
Dapma7bEVm015805t1	
Dapma7bEVm030437t1	K04910
Dapma7bEVm029223t1	K04828
Dapma7bEVm029035t1	
Dapma7bEVm019158t1	K05853
Dapma7bEVm015772t1	K15272
Dapma7bEVm028434t1	
Dapma7bEVm015811t1	
Dapma7bEVm019127t1	
Dapma7bEVm007690t1	
Dapma7bEVm019450t1	
Dapma7bEVm029409t1	
Dapma7bEVm012055t1	
Dapma7bEVm008245t1	K11495
Dapma7bEVm025782t1	
Dapma7bEVm024769t1	K12891
Dapma7bEVm012474t1	K10028
Dapma7bEVm004029t1	K17544
Dapma7bEVm028013t1	K02434
Dapma7bEVm004608t1	K00910
Dapma7bEVm027504t1	K22282
Dapma7bEVm029126t1	
Dapma7bEVm021256t1	K00417
Dapma7bEVm017498t1	K09580
Dapma7bEVm013800t1	K01581
Dapma7bEVm029154t1	
Dapma7bEVm019126t1	K17751
Dapma7bEVm016168t1	K05692
Dapma7bEVm022406t1	
Dapma7bEVm017478t1	
Dapma7bEVm017499t1	K00128
Dapma7bEVm029153t1	
Dapma7bEVm017033t1	K13963
Dapma7bEVm017629t1	K02872
Dapma7bEVm017640t1	K02885
Dapma7bEVm017674t1	K02964
Dapma7bEVm017709t1	
Dapma7bEVm017710t1	K03671
Dapma7bEVm017670t1	
Dapma7bEVm008352t1	
Dapma7bEVm022787t1	
Dapma7bEVm007585t1	
Dapma7bEVm028196t1	K05330
Dapma7bEVm023705t1	K24889
Dapma7bEVm007208t1	
Dapma7bEVm028303t1	
Dapma7bEVm015703t1	
Dapma7bEVm007989t1	
Dapma7bEVm029540t1	
Dapma7bEVm029479t1	
Dapma7bEVm024380t1	
Dapma7bEVm001952t1	K12733
Dapma7bEVm028432t1	K14289
Dapma7bEVm008832t1	
Dapma7bEVm023913t1	
Dapma7bEVm023306t1	
Dapma7bEVm023067t1	
Dapma7bEVm023871t1	
Dapma7bEVm029180t1	
Dapma7bEVm028743t1	
Dapma7bEVm022836t1	K19009
Dapma7bEVm023189t1	K01301
Dapma7bEVm027599t1	K11407
Dapma7bEVm030439t1	
Dapma7bEVm022856t1	
Dapma7bEVm022947t1	
Dapma7bEVm029214t1	
Dapma7bEVm028645t1	
Dapma7bEVm028253t1	
Dapma7bEVm028114t1	
Dapma7bEVm029344t1	
Dapma7bEVm028090t1	
Dapma7bEVm029530t1	
Dapma7bEVm027501t1	K00968
Dapma7bEVm029592t1	
Dapma7bEVm012425t1	
Dapma7bEVm019190t1	
Dapma7bEVm028990t1	
Dapma7bEVm029572t1	
Dapma7bEVm029226t1	
Dapma7bEVm028428t1	
Dapma7bEVm007982t1	
Dapma7bEVm022726t1	
Dapma7bEVm018661t1	K19683
Dapma7bEVm027537t1	
Dapma7bEVm006968t1	K18668
Dapma7bEVm029417t1	
Dapma7bEVm013358t1	K11187
Dapma7bEVm029070t1	K20002
Dapma7bEVm027684t1	
Dapma7bEVm004105t1	
Dapma7bEVm007642t1	
Dapma7bEVm023084t1	K14464
Dapma7bEVm002521t1	
Dapma7bEVm029544t1	
Dapma7bEVm028016t1	
Dapma7bEVm013415t1	
Dapma7bEVm028910t1	
Dapma7bEVm029599t1	
Dapma7bEVm028959t1	
Dapma7bEVm007790t1	
Dapma7bEVm024056t1	
Dapma7bEVm029263t1	
Dapma7bEVm006969t1	
Dapma7bEVm024055t1	
Dapma7bEVm024054t1	
Dapma7bEVm028328t1	
Dapma7bEVm024053t1	
Dapma7bEVm024052t1	
Dapma7bEVm007428t1	K20009
Dapma7bEVm022904t1	
Dapma7bEVm023160t1	
Dapma7bEVm012602t1	K07841
Dapma7bEVm011805t1	
Dapma7bEVm022714t1	
Dapma7bEVm006987t1	K14388
Dapma7bEVm007634t1	K12563
Dapma7bEVm006367t1	
Dapma7bEVm023331t1	
Dapma7bEVm008012t1	
Dapma7bEVm007457t1	K04443
Dapma7bEVm029310t1	
Dapma7bEVm028056t1	K13411
Dapma7bEVm028982t1	
Dapma7bEVm029596t1	
Dapma7bEVm028576t1	K17411
Dapma7bEVm028480t1	
Dapma7bEVm030441t1	
Dapma7bEVm028594t1	K00901
Dapma7bEVm028384t1	K20493
Dapma7bEVm023066t1	
Dapma7bEVm027506t1	
Dapma7bEVm028429t1	
Dapma7bEVm023619t1	
Dapma7bEVm016067t1	
Dapma7bEVm029567t1	K11883
Dapma7bEVm009547t1	
Dapma7bEVm028017t1	
Dapma7bEVm024421t1	
Dapma7bEVm022556t1	K17419
Dapma7bEVm016054t1	
Dapma7bEVm029583t1	
Dapma7bEVm029568t1	
Dapma7bEVm029041t1	K08762
Dapma7bEVm005989t1	K27288
Dapma7bEVm023363t1	
Dapma7bEVm011554t1	K01672
Dapma7bEVm028003t1	
Dapma7bEVm028468t1	
Dapma7bEVm029598t1	K14611
Dapma7bEVm024243t1	
Dapma7bEVm023715t1	
Dapma7bEVm007377t1	
Dapma7bEVm023203t1	K09516
Dapma7bEVm023906t1	K07841
Dapma7bEVm029590t1	
Dapma7bEVm023902t1	
Dapma7bEVm028864t1	
Dapma7bEVm011664t1	
Dapma7bEVm013037t1	
Dapma7bEVm023814t1	
Dapma7bEVm024034t1	
Dapma7bEVm016718t1	K05692
Dapma7bEVm024528t1	K13126
Dapma7bEVm016170t1	K00507
Dapma7bEVm017592t1	K16197
Dapma7bEVm017719t1	
Dapma7bEVm011936t1	K11251
Dapma7bEVm017561t1	
Dapma7bEVm017723t1	K00419
Dapma7bEVm017677t1	K11353
Dapma7bEVm017682t1	K05765
Dapma7bEVm017717t1	K09568
Dapma7bEVm017083t1	K02898
Dapma7bEVm020840t1	
Dapma7bEVm028199t1	K08491
Dapma7bEVm013849t1	
Dapma7bEVm028582t1	K12275
Dapma7bEVm023030t1	
Dapma7bEVm014471t1	K05752
Dapma7bEVm027600t1	
Dapma7bEVm024283t1	
Dapma7bEVm016719t1	
Dapma7bEVm024361t1	
Dapma7bEVm011920t1	
Dapma7bEVm011084t1	K14443
Dapma7bEVm022601t1	
Dapma7bEVm028316t1	
Dapma7bEVm014979t1	
Dapma7bEVm030443t1	K13485
Dapma7bEVm023602t1	
Dapma7bEVm010877t1	K06630
Dapma7bEVm030444t1	
Dapma7bEVm006766t1	K26203
Dapma7bEVm012339t1	K19770
Dapma7bEVm017063t1	
Dapma7bEVm029266t1	K10523
Dapma7bEVm009922t1	K01672
Dapma7bEVm008232t1	
Dapma7bEVm002193t1	
Dapma7bEVm008303t1	
Dapma7bEVm011463t1	K04438
Dapma7bEVm020902t1	
Dapma7bEVm013496t1	K18186
Dapma7bEVm028867t1	
Dapma7bEVm029028t1	
Dapma7bEVm028386t1	
Dapma7bEVm012440t1	K17968
Dapma7bEVm023227t1	
Dapma7bEVm007238t1	
Dapma7bEVm006818t1	K00714
Dapma7bEVm020620t1	
Dapma7bEVm027372t1	
Dapma7bEVm010195t1	K02912
Dapma7bEVm028940t1	
Dapma7bEVm007600t1	
Dapma7bEVm003128t1	K14636
Dapma7bEVm009974t1	
Dapma7bEVm016538t1	
Dapma7bEVm023411t1	
Dapma7bEVm003486t1	
Dapma7bEVm008933t1	K08762
Dapma7bEVm009954t1	K24889
Dapma7bEVm008553t1	
Dapma7bEVm023879t1	K20366
Dapma7bEVm023762t1	
Dapma7bEVm022893t1	
Dapma7bEVm029202t1	
Dapma7bEVm023932t1	
Dapma7bEVm029003t1	
Dapma7bEVm023870t1	
Dapma7bEVm015482t1	
Dapma7bEVm010358t1	K19519
Dapma7bEVm005142t1	K05696
Dapma7bEVm023340t1	K15162
Dapma7bEVm022580t1	
Dapma7bEVm027329t1	
Dapma7bEVm029587t1	
Dapma7bEVm009548t1	
Dapma7bEVm024439t1	
Dapma7bEVm028396t1	K01179
Dapma7bEVm007512t1	
Dapma7bEVm027908t1	
Dapma7bEVm029541t1	
Dapma7bEVm024088t1	
Dapma7bEVm000072t1	
Dapma7bEVm023911t1	
Dapma7bEVm022964t1	
Dapma7bEVm029001t1	
Dapma7bEVm029112t1	
Dapma7bEVm022537t1	
Dapma7bEVm019187t1	
Dapma7bEVm028895t1	
Dapma7bEVm027604t1	
Dapma7bEVm029416t1	
Dapma7bEVm022728t1	
Dapma7bEVm011429t1	
Dapma7bEVm028886t1	K01069
Dapma7bEVm023387t1	
Dapma7bEVm023393t1	K14464
Dapma7bEVm020161t1	
Dapma7bEVm023251t1	K14411
Dapma7bEVm023256t1	
Dapma7bEVm006221t1	K04210
Dapma7bEVm000035t1	K13210
Dapma7bEVm027497t1	
Dapma7bEVm029332t1	
Dapma7bEVm015856t1	
Dapma7bEVm015857t1	
Dapma7bEVm028177t1	
Dapma7bEVm028885t1	
Dapma7bEVm027809t1	
Dapma7bEVm022786t1	
Dapma7bEVm028423t1	
Dapma7bEVm028913t1	K12162
Dapma7bEVm019893t1	
Dapma7bEVm027484t1	
Dapma7bEVm016169t1	
Dapma7bEVm020162t1	
Dapma7bEVm011972t1	
Dapma7bEVm016172t1	K10355
Dapma7bEVm028524t1	K12890
Dapma7bEVm028960t1	
Dapma7bEVm013482t1	
Dapma7bEVm007954t1	K11792
Dapma7bEVm008917t1	
Dapma7bEVm013046t1	
Dapma7bEVm007293t1	K25636
Dapma7bEVm016164t1	
Dapma7bEVm023242t1	
Dapma7bEVm008645t1	K26536
Dapma7bEVm016522t1	
Dapma7bEVm017066t1	K04097
Dapma7bEVm017671t1	K02969
Dapma7bEVm017571t1	
Dapma7bEVm016742t1	K02894
Dapma7bEVm017635t1	K02997
Dapma7bEVm017041t1	K04630
Dapma7bEVm018956t1	K02432
Dapma7bEVm017488t1	K01187
Dapma7bEVm017656t1	K13443
Dapma7bEVm017520t1	K00789
Dapma7bEVm017695t1	K09022
Dapma7bEVm017052t1	K15410
Dapma7bEVm017641t1	K11187
Dapma7bEVm017069t1	
Dapma7bEVm021272t1	K02950
Dapma7bEVm029574t1	K11140
Dapma7bEVm029547t1	K11224
Dapma7bEVm000332t1	K12850
Dapma7bEVm000401t1	K05679
Dapma7bEVm027483t1	
Dapma7bEVm005298t1	
Dapma7bEVm001135t1	
Dapma7bEVm006732t1	K08292
Dapma7bEVm010679t1	
Dapma7bEVm001042t1	K07190
Dapma7bEVm028453t1	K17797
Dapma7bEVm007601t1	K10523
Dapma7bEVm013342t1	K24637
Dapma7bEVm000644t1	K18756
Dapma7bEVm000464t1	K11593
Dapma7bEVm000168t1	
Dapma7bEVm027405t1	
Dapma7bEVm000674t1	
Dapma7bEVm008097t1	K17423
Dapma7bEVm004378t1	
Dapma7bEVm004968t1	K07432
Dapma7bEVm004624t1	
Dapma7bEVm027561t1	K01077
Dapma7bEVm008365t1	
Dapma7bEVm006351t1	
Dapma7bEVm029396t1	
Dapma7bEVm028515t1	
Dapma7bEVm007697t1	
Dapma7bEVm007823t1	
Dapma7bEVm028908t1	K00311
Dapma7bEVm008563t1	
Dapma7bEVm004000t1	K12488
Dapma7bEVm027403t1	
Dapma7bEVm009139t1	
Dapma7bEVm027602t1	K01890
Dapma7bEVm024232t1	K01227
Dapma7bEVm011074t1	
Dapma7bEVm006864t1	K22936
Dapma7bEVm000068t1	K13868
Dapma7bEVm028327t1	
Dapma7bEVm009949t1	K05849
Dapma7bEVm003167t1	K01376
Dapma7bEVm024172t1	
Dapma7bEVm003768t1	K01889
Dapma7bEVm001282t1	K24013
Dapma7bEVm001718t1	K10742
Dapma7bEVm000069t1	
Dapma7bEVm006044t1	
Dapma7bEVm018674t1	K16311
Dapma7bEVm003100t1	K10393
Dapma7bEVm016166t1	K01183
Dapma7bEVm008372t1	K02888
Dapma7bEVm028065t1	K10719
Dapma7bEVm028338t1	
Dapma7bEVm002356t1	K14610
Dapma7bEVm027628t1	K11967
Dapma7bEVm000799t1	
Dapma7bEVm001497t1	
Dapma7bEVm008339t1	K14387
Dapma7bEVm023191t1	
Dapma7bEVm023464t1	
Dapma7bEVm005671t1	
Dapma7bEVm028031t1	
Dapma7bEVm015393t1	
Dapma7bEVm006566t1	
Dapma7bEVm022484t1	
Dapma7bEVm030447t1	
Dapma7bEVm028470t1	
Dapma7bEVm028395t1	K15436
Dapma7bEVm027934t1	K02993
Dapma7bEVm016035t1	
Dapma7bEVm024285t1	
Dapma7bEVm029565t1	
Dapma7bEVm028140t1	
Dapma7bEVm027564t1	K00627
Dapma7bEVm027670t1	
Dapma7bEVm009268t1	K10881
Dapma7bEVm008778t1	
Dapma7bEVm011454t1	K17807
Dapma7bEVm029175t1	K10373
Dapma7bEVm029456t1	K03006
Dapma7bEVm027409t1	K25543
Dapma7bEVm029570t1	K10141
Dapma7bEVm028037t1	
Dapma7bEVm009763t1	
Dapma7bEVm029588t1	
Dapma7bEVm027977t1	K11317
Dapma7bEVm006535t1	K01019
Dapma7bEVm007993t1	
Dapma7bEVm023439t1	K13644
Dapma7bEVm030448t1	K23495
Dapma7bEVm028357t1	
Dapma7bEVm027665t1	K12733
Dapma7bEVm029573t1	K11407
Dapma7bEVm001775t1	
Dapma7bEVm011161t1	
Dapma7bEVm001069t1	K15201
Dapma7bEVm007523t1	K23335
Dapma7bEVm006317t1	
Dapma7bEVm004137t1	
Dapma7bEVm000275t1	
Dapma7bEVm004049t1	K13190
Dapma7bEVm008895t1	K22075
Dapma7bEVm008559t1	K01922
Dapma7bEVm006507t1	K11843
Dapma7bEVm027469t1	
Dapma7bEVm022572t1	
Dapma7bEVm016175t1	
Dapma7bEVm028500t1	
Dapma7bEVm028883t1	
Dapma7bEVm019154t1	K06184
Dapma7bEVm015616t1	
Dapma7bEVm011134t1	
Dapma7bEVm028430t1	K00289
Dapma7bEVm027609t1	K00167
Dapma7bEVm004753t1	K01758
Dapma7bEVm011335t1	
Dapma7bEVm003173t1	K12298
Dapma7bEVm006980t1	
Dapma7bEVm007806t1	
Dapma7bEVm008014t1	K22282
Dapma7bEVm027821t1	
Dapma7bEVm006549t1	K23499
Dapma7bEVm008581t1	K17972
Dapma7bEVm028231t1	K25304
Dapma7bEVm007387t1	K13907
Dapma7bEVm019013t1	
Dapma7bEVm028759t1	
Dapma7bEVm029548t1	K08779
Dapma7bEVm019129t1	
Dapma7bEVm006811t1	K14561
Dapma7bEVm029578t1	
Dapma7bEVm005809t1	
Dapma7bEVm030450t1	K24430
Dapma7bEVm024257t1	
Dapma7bEVm017090t1	K11251
Dapma7bEVm027861t1	
Dapma7bEVm029096t1	
Dapma7bEVm028467t1	
Dapma7bEVm015571t1	
Dapma7bEVm029349t1	
Dapma7bEVm019892t1	
Dapma7bEVm020621t1	
Dapma7bEVm022909t1	
Dapma7bEVm029030t1	
Dapma7bEVm004232t1	
Dapma7bEVm029562t1	
Dapma7bEVm006145t1	K02151
Dapma7bEVm019016t1	
Dapma7bEVm022837t1	K02997
Dapma7bEVm030451t1	
Dapma7bEVm006717t1	K08705
Dapma7bEVm007630t1	
Dapma7bEVm028426t1	
Dapma7bEVm027454t1	K19511
Dapma7bEVm027880t1	
Dapma7bEVm029348t1	
Dapma7bEVm027980t1	
Dapma7bEVm023197t1	K09580
Dapma7bEVm029555t1	K10589
Dapma7bEVm023716t1	
Dapma7bEVm028934t1	
Dapma7bEVm015861t1	
Dapma7bEVm029377t1	
Dapma7bEVm018908t1	
Dapma7bEVm029336t1	K09448
Dapma7bEVm023199t1	K09580
Dapma7bEVm023245t1	
Dapma7bEVm018954t1	
Dapma7bEVm027820t1	
Dapma7bEVm023257t1	
Dapma7bEVm000187t1	K05614
Dapma7bEVm010753t1	K15107
Dapma7bEVm007677t1	K08851
Dapma7bEVm029537t1	K12383
Dapma7bEVm000030t1	K01227
Dapma7bEVm004765t1	
Dapma7bEVm022785t1	K12741
Dapma7bEVm027569t1	K00109
Dapma7bEVm004955t1	
Dapma7bEVm008385t1	K24826
Dapma7bEVm030452t1	
Dapma7bEVm016032t1	
Dapma7bEVm016031t1	
Dapma7bEVm012426t1	K05850
Dapma7bEVm010857t1	
Dapma7bEVm027546t1	
Dapma7bEVm016163t1	
Dapma7bEVm007795t1	K11674
Dapma7bEVm027775t1	K08823
Dapma7bEVm022536t1	K03842
Dapma7bEVm028247t1	
Dapma7bEVm006828t1	
Dapma7bEVm027768t1	
Dapma7bEVm019211t1	K01183
Dapma7bEVm028307t1	
Dapma7bEVm012439t1	
Dapma7bEVm028988t1	
Dapma7bEVm017687t1	
Dapma7bEVm008033t1	K21749
Dapma7bEVm027432t1	
Dapma7bEVm024058t1	K01758
Dapma7bEVm000442t1	K12385
Dapma7bEVm019162t1	
Dapma7bEVm018573t1	
Dapma7bEVm023193t1	K08544
Dapma7bEVm029205t1	
Dapma7bEVm023248t1	
Dapma7bEVm013481t1	K16344
Dapma7bEVm007592t1	
Dapma7bEVm007809t1	K01363
Dapma7bEVm000321t1	K07424
Dapma7bEVm024030t1	
Dapma7bEVm029550t1	K21852
Dapma7bEVm023459t1	
Dapma7bEVm029251t1	
Dapma7bEVm029549t1	K08779
Dapma7bEVm019212t1	K01183
Dapma7bEVm023315t1	
Dapma7bEVm027576t1	
Dapma7bEVm023107t1	
Dapma7bEVm008369t1	K16866
Dapma7bEVm028403t1	
Dapma7bEVm029399t1	K03018
Dapma7bEVm027694t1	K23002
Dapma7bEVm016167t1	
Dapma7bEVm016033t1	
Dapma7bEVm028300t1	K12567
Dapma7bEVm028887t1	
Dapma7bEVm007242t1	
Dapma7bEVm009420t1	
Dapma7bEVm028193t1	K09067
Dapma7bEVm023204t1	
Dapma7bEVm002129t1	K14290
Dapma7bEVm028545t1	
Dapma7bEVm027570t1	
Dapma7bEVm023682t1	
Dapma7bEVm027534t1	K15045
Dapma7bEVm028192t1	
Dapma7bEVm024406t1	
Dapma7bEVm005939t1	
Dapma7bEVm023367t1	K07852
Dapma7bEVm000196t1	K14258
Dapma7bEVm001778t1	
Dapma7bEVm009611t1	
Dapma7bEVm021370t1	
Dapma7bEVm015501t1	
Dapma7bEVm022353t1	
Dapma7bEVm012118t1	K01624
Dapma7bEVm006867t1	K25191
Dapma7bEVm016009t1	
Dapma7bEVm017993t1	
Dapma7bEVm018090t1	
Dapma7bEVm007095t1	
Dapma7bEVm006343t1	K00876
Dapma7bEVm007230t1	
Dapma7bEVm005911t1	K10600
Dapma7bEVm008714t1	
Dapma7bEVm012550t1	K01647
Dapma7bEVm014101t1	K01858
Dapma7bEVm012889t1	K00789
Dapma7bEVm011641t1	K02514
Dapma7bEVm022006t1	
Dapma7bEVm018168t1	
Dapma7bEVm022354t1	
Dapma7bEVm021775t1	
Dapma7bEVm020784t1	
Dapma7bEVm020991t1	
Dapma7bEVm021166t1	
Dapma7bEVm021803t1	
Dapma7bEVm029286t1	
Dapma7bEVm017261t1	
Dapma7bEVm017258t1	K08771
Dapma7bEVm017984t1	K01726
Dapma7bEVm002732t1	K02147
Dapma7bEVm014147t1	
Dapma7bEVm012070t1	
Dapma7bEVm015117t1	
Dapma7bEVm021802t1	
Dapma7bEVm001513t1	
Dapma7bEVm020666t1	
Dapma7bEVm016634t1	
Dapma7bEVm013413t1	K11252
Dapma7bEVm021295t1	
Dapma7bEVm012239t1	K04043
Dapma7bEVm010532t1	
Dapma7bEVm001868t1	K02433
Dapma7bEVm018613t1	K04892
Dapma7bEVm018801t1	
Dapma7bEVm011518t1	
Dapma7bEVm021637t1	K02900
Dapma7bEVm018150t1	
Dapma7bEVm021241t1	
Dapma7bEVm014069t1	K02998
Dapma7bEVm015785t1	
Dapma7bEVm021799t1	
Dapma7bEVm027361t1	
Dapma7bEVm000520t1	K14388
Dapma7bEVm019067t1	K02906
Dapma7bEVm023350t1	K18050
Dapma7bEVm001813t1	
Dapma7bEVm007594t1	
Dapma7bEVm021857t1	
Dapma7bEVm008382t1	K04392
Dapma7bEVm016660t1	
Dapma7bEVm017269t1	K03250
Dapma7bEVm021751t1	K25476
Dapma7bEVm004616t1	
Dapma7bEVm010798t1	
Dapma7bEVm008538t1	
Dapma7bEVm006314t1	
Dapma7bEVm007450t1	
Dapma7bEVm016329t1	
Dapma7bEVm016233t1	
Dapma7bEVm010847t1	
Dapma7bEVm021778t1	K17279
Dapma7bEVm010862t1	
Dapma7bEVm010520t1	K03264
Dapma7bEVm010483t1	
Dapma7bEVm004394t1	
Dapma7bEVm001023t1	K18061
Dapma7bEVm019029t1	
Dapma7bEVm009967t1	K06174
Dapma7bEVm000480t1	K01769
Dapma7bEVm004391t1	
Dapma7bEVm002213t1	
Dapma7bEVm007262t1	K17382
Dapma7bEVm018399t1	K17751
Dapma7bEVm000804t1	K12040
Dapma7bEVm016121t1	
Dapma7bEVm007647t1	
Dapma7bEVm014951t1	
Dapma7bEVm007531t1	
Dapma7bEVm022325t1	
Dapma7bEVm005181t1	
Dapma7bEVm004574t1	K23963
Dapma7bEVm000429t1	
Dapma7bEVm011039t1	K15001
Dapma7bEVm003621t1	K01887
Dapma7bEVm004584t1	K13750
Dapma7bEVm008267t1	
Dapma7bEVm011569t1	K17986
Dapma7bEVm000296t1	
Dapma7bEVm006091t1	K11205
Dapma7bEVm020470t1	
Dapma7bEVm023407t1	
Dapma7bEVm001625t1	K18159
Dapma7bEVm022778t1	
Dapma7bEVm002956t1	K08052
Dapma7bEVm014150t1	K14464
Dapma7bEVm019430t1	
Dapma7bEVm020858t1	
Dapma7bEVm001731t1	K10696
Dapma7bEVm011114t1	K16669
Dapma7bEVm004493t1	
Dapma7bEVm006783t1	K16781
Dapma7bEVm004606t1	K04043
Dapma7bEVm000195t1	K13524
Dapma7bEVm028021t1	K04255
Dapma7bEVm002569t1	K14950
Dapma7bEVm007334t1	K01495
Dapma7bEVm002816t1	
Dapma7bEVm001733t1	K18752
Dapma7bEVm010173t1	K00002
Dapma7bEVm015022t1	K01298
Dapma7bEVm003664t1	K12666
Dapma7bEVm019194t1	
Dapma7bEVm002883t1	
Dapma7bEVm011752t1	
Dapma7bEVm021067t1	K09090
Dapma7bEVm014144t1	K26111
Dapma7bEVm019168t1	K26111
Dapma7bEVm014145t1	K26111
Dapma7bEVm013795t1	
Dapma7bEVm010692t1	K13211
Dapma7bEVm009709t1	K10951
Dapma7bEVm020847t1	K02952
Dapma7bEVm018489t1	
Dapma7bEVm001919t1	K03144
Dapma7bEVm007481t1	
Dapma7bEVm005823t1	K19656
Dapma7bEVm007532t1	
Dapma7bEVm017896t1	K03040
Dapma7bEVm000565t1	K07277
Dapma7bEVm017201t1	
Dapma7bEVm010407t1	K14445
Dapma7bEVm011056t1	K12504
Dapma7bEVm021587t1	
Dapma7bEVm016449t1	
Dapma7bEVm000210t1	
Dapma7bEVm022117t1	
Dapma7bEVm029241t1	K06774
Dapma7bEVm016628t1	
Dapma7bEVm014156t1	
Dapma7bEVm014159t1	
Dapma7bEVm005807t1	
Dapma7bEVm012020t1	
Dapma7bEVm017193t1	
Dapma7bEVm010600t1	
Dapma7bEVm015412t1	K04249
Dapma7bEVm017191t1	
Dapma7bEVm012766t1	
Dapma7bEVm020346t1	
Dapma7bEVm014148t1	
Dapma7bEVm021929t1	
Dapma7bEVm020197t1	
Dapma7bEVm018062t1	
Dapma7bEVm012404t1	
Dapma7bEVm013664t1	
Dapma7bEVm005905t1	
Dapma7bEVm014662t1	
Dapma7bEVm021511t1	
Dapma7bEVm020825t1	K02867
Dapma7bEVm008452t1	
Dapma7bEVm021652t1	
Dapma7bEVm017208t1	K17491
Dapma7bEVm021223t1	
Dapma7bEVm014153t1	
Dapma7bEVm020992t1	
Dapma7bEVm020121t1	K03687
Dapma7bEVm019136t1	K18809
Dapma7bEVm020810t1	
Dapma7bEVm021488t1	
Dapma7bEVm021195t1	K16642
Dapma7bEVm020990t1	
Dapma7bEVm019311t1	
Dapma7bEVm020650t1	K03036
Dapma7bEVm020697t1	
Dapma7bEVm018045t1	
Dapma7bEVm022063t1	
Dapma7bEVm017877t1	K16315
Dapma7bEVm017226t1	K12823
Dapma7bEVm020086t1	
Dapma7bEVm017891t1	
Dapma7bEVm021826t1	
Dapma7bEVm020278t1	
Dapma7bEVm018074t1	
Dapma7bEVm017970t1	
Dapma7bEVm021932t1	
Dapma7bEVm022121t1	
Dapma7bEVm020720t1	
Dapma7bEVm017223t1	
Dapma7bEVm017935t1	K15040
Dapma7bEVm021120t1	
Dapma7bEVm017809t1	K06225
Dapma7bEVm020152t1	
Dapma7bEVm019624t1	K16672
Dapma7bEVm019683t1	
Dapma7bEVm020480t1	
Dapma7bEVm017886t1	
Dapma7bEVm021165t1	
Dapma7bEVm021558t1	
Dapma7bEVm020214t1	
Dapma7bEVm017913t1	K10250
Dapma7bEVm020722t1	K11830
Dapma7bEVm017901t1	K11493
Dapma7bEVm022060t1	
Dapma7bEVm017857t1	K04468
Dapma7bEVm021905t1	
Dapma7bEVm021745t1	K13195
Dapma7bEVm018063t1	
Dapma7bEVm019525t1	K13578
Dapma7bEVm019414t1	K18749
Dapma7bEVm017228t1	K02991
Dapma7bEVm017856t1	K12812
Dapma7bEVm018053t1	
Dapma7bEVm019353t1	
Dapma7bEVm021068t1	
Dapma7bEVm021673t1	
Dapma7bEVm018001t1	K02872
Dapma7bEVm017909t1	
Dapma7bEVm020269t1	
Dapma7bEVm022158t1	
Dapma7bEVm019682t1	K08056
Dapma7bEVm017825t1	K04372
Dapma7bEVm021437t1	
Dapma7bEVm017956t1	K12881
Dapma7bEVm018044t1	K12581
Dapma7bEVm019124t1	K02599
