,Daphnia_magna,Drosophilia_melanogaster,Homo_sapiens,Daphnia_pulex
307,Dapma7bEVm021903,,,
308,Dapma7bEVm017992,,,
309,Dapma7bEVm026138,,,
310,Dapma7bEVm020783,,ADD1;ADD2;ADD3,
311,Dapma7bEVm021088,,,
312,Dapma7bEVm020374,,,
313,Dapma7bEVm019150,FBgn0000547;FBgn0051774,CD22;SIGLEC1,DAPPUDRAFT_63220
314,Dapma7bEVm020218,FBgn0003339;FBgn0260642,,
315,Dapma7bEVm022380,FBgn0004102,,
316,Dapma7bEVm017979,FBgn0041171;FBgn0283468,BTRC;DKFZp781N011;FBXW11,
317,Dapma7bEVm021161,,,
318,Dapma7bEVm022215,FBgn0267824,,
319,Dapma7bEVm017910,FBgn0003139;FBgn0004177;FBgn0023177;FBgn0036212,PPP2CA;PPP2CB;PPP4C;PPP6C,DAPPUDRAFT_209708
320,Dapma7bEVm017884,FBgn0039331;FBgn0039909,NDUFS2,
321,Dapma7bEVm021222,FBgn0010825,,
322,Dapma7bEVm021277,,,
323,Dapma7bEVm021607,FBgn0261403,OGT,
324,Dapma7bEVm002308,,COL17A1,
325,Dapma7bEVm009477,FBgn0000535;FBgn0003353;FBgn0011589,KCNH2;KCNH6;KCNH7,
326,Dapma7bEVm013247,,,
327,Dapma7bEVm012558,,,
328,Dapma7bEVm018117,,,
329,Dapma7bEVm021876,,,
330,Dapma7bEVm019951,FBgn0039857,RPL6,DAPPUDRAFT_231016
331,Dapma7bEVm018013,,,
332,Dapma7bEVm000064,FBgn0031741;FBgn0031835;FBgn0259175;FBgn0263780;FBgn0266354,DPP4;FAP,DAPPUDRAFT_307138
333,Dapma7bEVm004438,FBgn0016691,ATP5O,DAPPUDRAFT_303877
334,Dapma7bEVm015685,,,
335,Dapma7bEVm014209,,,
336,Dapma7bEVm017842,FBgn0029123,,
337,Dapma7bEVm019033,FBgn0051617;FBgn0053801;FBgn0053804;FBgn0053807;FBgn0053810;FBgn0053813;FBgn0053816;FBgn0053819;FBgn0053822;FBgn0053825;FBgn0053828;FBgn0053831;FBgn0053834;FBgn0053837;FBgn0053840;FBgn0053843;FBgn0053846;FBgn0053849;FBgn0053852;FBgn0053855;FBgn0053858;FBgn0053861;FBgn0053864,H1F0;H1FX,
338,Dapma7bEVm015890,FBgn0262952,MT-ND4;ND4,
339,Dapma7bEVm002931,,,
340,Dapma7bEVm012918,,,DAPPUDRAFT_307266
341,Dapma7bEVm020209,FBgn0004907;FBgn0020238,HEL-S-1;HEL2;SFN;YWHAB;YWHAE;YWHAG;YWHAH;YWHAQ;YWHAZ,DAPPUDRAFT_326737
342,Dapma7bEVm002225,,SLC6A2;SLC6A3;SLC6A4,DAPPUDRAFT_203278
343,Dapma7bEVm011466,,C19orf4;TMEM59;TMEM59L,DAPPUDRAFT_101971
344,Dapma7bEVm014163,,,
345,Dapma7bEVm021486,,,
346,Dapma7bEVm006487,FBgn0027584;FBgn0029690;FBgn0032132,BCHE,DAPPUDRAFT_105042;DAPPUDRAFT_105048;DAPPUDRAFT_192973;DAPPUDRAFT_245878;DAPPUDRAFT_305140;DAPPUDRAFT_305141;DAPPUDRAFT_307908;DAPPUDRAFT_312876;DAPPUDRAFT_320226;DAPPUDRAFT_320238;DAPPUDRAFT_53255;DAPPUDRAFT_97670
347,Dapma7bEVm004187,,,DAPPUDRAFT_304718
348,Dapma7bEVm009068,,,
349,Dapma7bEVm003060,FBgn0032925,NOC2L,DAPPUDRAFT_322760
350,Dapma7bEVm012838,,,
351,Dapma7bEVm008063,,PSMC3IP,DAPPUDRAFT_190785
352,Dapma7bEVm011067,FBgn0267823,TSTA3,DAPPUDRAFT_190546
353,Dapma7bEVm003005,FBgn0004463;FBgn0262955,DKFZp686D10173;POLR2B;POLR3B,DAPPUDRAFT_102782
354,Dapma7bEVm022243,,,
355,Dapma7bEVm026172,,,
356,Dapma7bEVm017221,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,DAPPUDRAFT_254351
357,Dapma7bEVm011095,,SAMD3,DAPPUDRAFT_105119;DAPPUDRAFT_119676
358,Dapma7bEVm029287,,,DAPPUDRAFT_326941
359,Dapma7bEVm026134,,,
360,Dapma7bEVm010315,FBgn0003607;FBgn0030082;FBgn0037675;FBgn0039019,CBX1;CBX3;CBX5;HEL25,DAPPUDRAFT_47532;DAPPUDRAFT_57262
361,Dapma7bEVm011796,FBgn0037534;FBgn0051522;FBgn0051523;FBgn0053110,,DAPPUDRAFT_324294
362,Dapma7bEVm029494,,,
363,Dapma7bEVm018566,FBgn0032726;FBgn0032727,BHMT;BHMT2;HEL-S-61p;MTR,DAPPUDRAFT_308201
364,Dapma7bEVm016755,,,
365,Dapma7bEVm013677,,,
366,Dapma7bEVm001031,FBgn0051368,AQR,DAPPUDRAFT_224167
367,Dapma7bEVm012161,,,
368,Dapma7bEVm008910,,,
369,Dapma7bEVm010214,FBgn0052438,SMC5,DAPPUDRAFT_226104
370,Dapma7bEVm006950,,,
371,Dapma7bEVm010357,FBgn0015527,PUM3,DAPPUDRAFT_43721
372,Dapma7bEVm008341,,TKFC,
373,Dapma7bEVm006040,FBgn0027453;FBgn0034057,ZDHHC3;ZDHHC7,DAPPUDRAFT_128040
374,Dapma7bEVm005665,FBgn0027538;FBgn0039625,B4GALT1;B4GALT2;B4GALT3;B4GALT4;B4GALT5;B4GALT6,DAPPUDRAFT_14909;DAPPUDRAFT_60154
375,Dapma7bEVm018626,,DLGAP5,DAPPUDRAFT_227521;DAPPUDRAFT_313915;DAPPUDRAFT_330714;DAPPUDRAFT_67440
376,Dapma7bEVm002436,FBgn0029975;FBgn0032614;FBgn0032615;FBgn0051809;FBgn0051810,HSD17B12;HSD17B3;HSDL1,DAPPUDRAFT_200149
377,Dapma7bEVm009116,,,
378,Dapma7bEVm012124,,,
379,Dapma7bEVm025708,,,
380,Dapma7bEVm007869,,RGS1;RGS13;RGS16;RGS18;RGS2;RGS21;RGS3;RGS4;RGS5;RGS8,
381,Dapma7bEVm016188,,,
382,Dapma7bEVm006706,,,
383,Dapma7bEVm010486,,ANKK1;RIPK4;dik,DAPPUDRAFT_237704
384,Dapma7bEVm008086,,,
385,Dapma7bEVm027630,,CLCA1;CLCA2;CLCA4,DAPPUDRAFT_112057
386,Dapma7bEVm011105,,,
387,Dapma7bEVm009931,,,DAPPUDRAFT_316318
388,Dapma7bEVm008932,,,
389,Dapma7bEVm000974,FBgn0085476;FBgn0085477;FBgn0250847,,DAPPUDRAFT_220403;DAPPUDRAFT_220405;DAPPUDRAFT_232987;DAPPUDRAFT_245406;DAPPUDRAFT_245413;DAPPUDRAFT_245418;DAPPUDRAFT_303060;DAPPUDRAFT_303061;DAPPUDRAFT_303062;DAPPUDRAFT_310411;DAPPUDRAFT_310571;DAPPUDRAFT_95152
390,Dapma7bEVm026482,,,
391,Dapma7bEVm013409,,,
392,Dapma7bEVm016484,,,
393,Dapma7bEVm000721,FBgn0031713,COQ6,DAPPUDRAFT_217996
394,Dapma7bEVm012690,,,DAPPUDRAFT_114892
395,Dapma7bEVm021467,,,
396,Dapma7bEVm024831,FBgn0013679,MT-ND1;ND1,
397,Dapma7bEVm018924,,,
398,Dapma7bEVm012972,,,
399,Dapma7bEVm010656,,,DAPPUDRAFT_223258
400,Dapma7bEVm001033,FBgn0013765,,DAPPUDRAFT_299673
401,Dapma7bEVm018593,,,DAPPUDRAFT_324145
402,Dapma7bEVm008219,,,
403,Dapma7bEVm003149,FBgn0010173,RPA1,DAPPUDRAFT_117249;DAPPUDRAFT_249126;DAPPUDRAFT_315390;DAPPUDRAFT_331651;DAPPUDRAFT_337759;DAPPUDRAFT_341257
404,Dapma7bEVm009392,,,
405,Dapma7bEVm011781,,,
406,Dapma7bEVm015659,,,
407,Dapma7bEVm028818,,,
408,Dapma7bEVm025219,,,DAPPUDRAFT_237874;DAPPUDRAFT_300285
409,Dapma7bEVm030539,,,
410,Dapma7bEVm001830,FBgn0026196;FBgn0038964,NOP56;NOP58,DAPPUDRAFT_299559
411,Dapma7bEVm028011,FBgn0001565,DDX56,DAPPUDRAFT_109408
412,Dapma7bEVm012874,,,
413,Dapma7bEVm030542,,,
414,Dapma7bEVm014066,,,
415,Dapma7bEVm023026,FBgn0038678,MRPL55,
416,Dapma7bEVm007908,,,
417,Dapma7bEVm006182,FBgn0031611,FIG4,DAPPUDRAFT_128207
418,Dapma7bEVm001144,,MUSK;ROR1;ROR2,DAPPUDRAFT_4188
419,Dapma7bEVm006745,FBgn0025626,C14orf118;GPATCH2;GPATCH2L,DAPPUDRAFT_324013
420,Dapma7bEVm001473,,FBXL5,DAPPUDRAFT_305732;DAPPUDRAFT_305779
421,Dapma7bEVm025640,,,
422,Dapma7bEVm014584,,,
423,Dapma7bEVm015678,,,DAPPUDRAFT_109282
424,Dapma7bEVm008462,,,
425,Dapma7bEVm008518,,,
426,Dapma7bEVm018085,,,
427,Dapma7bEVm007284,FBgn0028944;FBgn0028945;FBgn0028947;FBgn0028948;FBgn0028949;FBgn0028950;FBgn0030947;FBgn0037395;FBgn0038285;FBgn0039069;FBgn0039180,ASTL,
428,Dapma7bEVm011016,FBgn0260462,CTSF;CTSW,DAPPUDRAFT_189155
429,Dapma7bEVm010051,FBgn0005590;FBgn0024234,BMP5;BMP6;BMP7;BMP8A;BMP8B,DAPPUDRAFT_347233
430,Dapma7bEVm010286,,,DAPPUDRAFT_309961
431,Dapma7bEVm005510,FBgn0028471,FLJ11806;ZC3H14,DAPPUDRAFT_63594
432,Dapma7bEVm000344,FBgn0264962,PCF11,DAPPUDRAFT_254414
433,Dapma7bEVm005463,FBgn0029095;FBgn0038466,EPS8;EPS8L1;EPS8L2;EPS8L3,DAPPUDRAFT_308055
434,Dapma7bEVm004620,FBgn0051663,,DAPPUDRAFT_252370;DAPPUDRAFT_320158;DAPPUDRAFT_326777
435,Dapma7bEVm026784,,,
436,Dapma7bEVm001896,FBgn0017550;FBgn0028852,CNOT2,DAPPUDRAFT_213023
437,Dapma7bEVm017980,,,
438,Dapma7bEVm006701,FBgn0000551;FBgn0002534;FBgn0002535;FBgn0003046;FBgn0020637;FBgn0020638;FBgn0020639;FBgn0030398;FBgn0033597;FBgn0033602;FBgn0033603;FBgn0033725;FBgn0033726;FBgn0033728;FBgn0033729;FBgn0033730;FBgn0033731;FBgn0035686;FBgn0035735;FBgn0035736;FBgn0035737;FBgn0036108;FBgn0036109;FBgn0036110;FBgn0037067;FBgn0037068;FBgn0037069;FBgn0050042;FBgn0050045;FBgn0086519;FBgn0086611,,DAPPUDRAFT_303724
439,Dapma7bEVm020994,,ARL14EP;ARL14EPL,DAPPUDRAFT_102744;DAPPUDRAFT_106194;DAPPUDRAFT_107278;DAPPUDRAFT_107992;DAPPUDRAFT_108106;DAPPUDRAFT_116125;DAPPUDRAFT_117081;DAPPUDRAFT_120956;DAPPUDRAFT_315378;DAPPUDRAFT_333848
440,Dapma7bEVm020914,,,
441,Dapma7bEVm002778,,CPA1;CPA2;CPA3;CPA4;CPA5;CPA6;CPB1;CPB2;CPO,DAPPUDRAFT_130340;DAPPUDRAFT_194294;DAPPUDRAFT_224487;DAPPUDRAFT_303899;DAPPUDRAFT_304390;DAPPUDRAFT_304918;DAPPUDRAFT_35749;DAPPUDRAFT_59834;DAPPUDRAFT_93775
442,Dapma7bEVm013207,,,
443,Dapma7bEVm016467,,,
444,Dapma7bEVm024751,,,
445,Dapma7bEVm026471,,,
446,Dapma7bEVm000443,FBgn0260655,TRAPPC8,DAPPUDRAFT_235628
447,Dapma7bEVm018644,,,DAPPUDRAFT_102793
448,Dapma7bEVm023221,FBgn0033021,PPM1G,DAPPUDRAFT_300039
449,Dapma7bEVm015222,,APBB1;APBB2;APBB3,DAPPUDRAFT_198588
450,Dapma7bEVm013650,FBgn0030521,CTSB;DKFZp686N0152,
451,Dapma7bEVm002257,FBgn0031497,SARS;SARS2,DAPPUDRAFT_187913
452,Dapma7bEVm011455,,SLC35D1;SLC35D2,DAPPUDRAFT_61523
453,Dapma7bEVm016111,FBgn0031491;FBgn0039378,A4GALT;A4GNT,DAPPUDRAFT_63673
454,Dapma7bEVm028700,,,
455,Dapma7bEVm028128,,,DAPPUDRAFT_306391
456,Dapma7bEVm023238,,,
457,Dapma7bEVm015508,,HSPA14,DAPPUDRAFT_313359
458,Dapma7bEVm021559,,,
459,Dapma7bEVm018750,,IFT81,DAPPUDRAFT_224478
460,Dapma7bEVm026654,,,
461,Dapma7bEVm006913,,DGCR6;DGCR6L,DAPPUDRAFT_306322
462,Dapma7bEVm008418,FBgn0030449,FTH1;FTH1P18;FTHL17;FTL;FTMT,DAPPUDRAFT_188714;DAPPUDRAFT_195271;DAPPUDRAFT_226529;DAPPUDRAFT_231626;DAPPUDRAFT_235026;DAPPUDRAFT_240551;DAPPUDRAFT_300500
463,Dapma7bEVm025722,,,
464,Dapma7bEVm007732,,,DAPPUDRAFT_264276
465,Dapma7bEVm022700,FBgn0001992;FBgn0036910;FBgn0038095,CYP2A13;CYP2A6;CYP2A7;CYP2B6;CYP2C18;CYP2C19;CYP2C8;CYP2C9;CYP2D6;CYP2D7;CYP2E1;CYP2F1;CYP2J2;CYP2R1;CYP2S1;CYP2U1;CYP2W1;DKFZp686I24235,DAPPUDRAFT_300053;DAPPUDRAFT_307855;DAPPUDRAFT_97650
466,Dapma7bEVm027507,,,
467,Dapma7bEVm014202,FBgn0026372,RPL23A,DAPPUDRAFT_314559
468,Dapma7bEVm018552,FBgn0033869,,DAPPUDRAFT_239781
469,Dapma7bEVm016759,,,
470,Dapma7bEVm025905,,,
471,Dapma7bEVm001546,FBgn0029172;FBgn0038130;FBgn0039754;FBgn0039756;FBgn0043043;FBgn0086687,SCD;SCD5,DAPPUDRAFT_210586;DAPPUDRAFT_240982;DAPPUDRAFT_306948;DAPPUDRAFT_46667;DAPPUDRAFT_61586
472,Dapma7bEVm012990,,,
473,Dapma7bEVm026021,,,
474,Dapma7bEVm025558,,,
475,Dapma7bEVm011701,,,DAPPUDRAFT_94073
476,Dapma7bEVm028367,FBgn0003495,,DAPPUDRAFT_222316;DAPPUDRAFT_226032;DAPPUDRAFT_237158;DAPPUDRAFT_237294;DAPPUDRAFT_27551;DAPPUDRAFT_307729;DAPPUDRAFT_308972;DAPPUDRAFT_308991;DAPPUDRAFT_309050;DAPPUDRAFT_313415;DAPPUDRAFT_313480;DAPPUDRAFT_313555;DAPPUDRAFT_313586;DAPPUDRAFT_313646;DAPPUDRAFT_313673;DAPPUDRAFT_98282;DAPPUDRAFT_98286
477,Dapma7bEVm012890,,,
478,Dapma7bEVm022784,FBgn0039379,TXLNA;TXLNB;TXLNG,
479,Dapma7bEVm023005,,,DAPPUDRAFT_18657
480,Dapma7bEVm002066,,,
481,Dapma7bEVm023211,FBgn0029804;FBgn0029807;FBgn0031929;FBgn0035779;FBgn0035780;FBgn0035781;FBgn0035791;FBgn0052379,CPA1;CPA2;CPA3;CPA4;CPA5;CPA6;CPB1;CPB2;CPO,DAPPUDRAFT_128385;DAPPUDRAFT_199303;DAPPUDRAFT_306706;DAPPUDRAFT_307810;DAPPUDRAFT_312745;DAPPUDRAFT_312746
482,Dapma7bEVm004433,,,DAPPUDRAFT_220202
483,Dapma7bEVm012199,,,
484,Dapma7bEVm001058,,,DAPPUDRAFT_52327
485,Dapma7bEVm028972,FBgn0001233;FBgn0039562,EL52;HEL-S-125m;HSP90AA1;HSP90AB1;HSP90B1,DAPPUDRAFT_106457;DAPPUDRAFT_111828;DAPPUDRAFT_112862;DAPPUDRAFT_113325;DAPPUDRAFT_128627;DAPPUDRAFT_188316;DAPPUDRAFT_249349;DAPPUDRAFT_302452;DAPPUDRAFT_309186;DAPPUDRAFT_96705
486,Dapma7bEVm012392,,,DAPPUDRAFT_118824;DAPPUDRAFT_232737;DAPPUDRAFT_246627;DAPPUDRAFT_320728;DAPPUDRAFT_320734;DAPPUDRAFT_97395;DAPPUDRAFT_97425
487,Dapma7bEVm006999,FBgn0041706,B3GNT6;B4GAT1,DAPPUDRAFT_46504
488,Dapma7bEVm008199,,,DAPPUDRAFT_324348
489,Dapma7bEVm008283,,,
490,Dapma7bEVm006515,,ATXN10,DAPPUDRAFT_257209
491,Dapma7bEVm027264,,,DAPPUDRAFT_307550
492,Dapma7bEVm015296,,METTL25;RRNAD1,DAPPUDRAFT_309622
493,Dapma7bEVm019899,,,
494,Dapma7bEVm023105,,PIH1D1,DAPPUDRAFT_308072
495,Dapma7bEVm004632,,,DAPPUDRAFT_244357
496,Dapma7bEVm025955,,,
497,Dapma7bEVm007526,FBgn0010226,HPGDS,DAPPUDRAFT_210571;DAPPUDRAFT_219658;DAPPUDRAFT_223594;DAPPUDRAFT_223730;DAPPUDRAFT_230761;DAPPUDRAFT_241024;DAPPUDRAFT_302333;DAPPUDRAFT_307787;DAPPUDRAFT_316498;DAPPUDRAFT_316534
498,Dapma7bEVm012442,FBgn0033951,C17orf113;KIAA1586,
499,Dapma7bEVm007017,FBgn0037796,,DAPPUDRAFT_238385
500,Dapma7bEVm009877,FBgn0263231;FBgn0283440;FBgn0283442,DDX3X;DDX3Y;DDX4,DAPPUDRAFT_328137
501,Dapma7bEVm005395,,,
502,Dapma7bEVm016269,,,
503,Dapma7bEVm015197,,,
504,Dapma7bEVm009969,FBgn0032147;FBgn0283680,ITPKA;ITPKB;ITPKC,DAPPUDRAFT_97952
505,Dapma7bEVm009679,,,DAPPUDRAFT_307954
506,Dapma7bEVm002033,FBgn0037490,GPATCH11,DAPPUDRAFT_253324
507,Dapma7bEVm022256,,,
508,Dapma7bEVm021485,FBgn0039273,GXYLT1;GXYLT2,DAPPUDRAFT_204739
509,Dapma7bEVm014643,,,
510,Dapma7bEVm021585,,,
511,Dapma7bEVm003736,,,DAPPUDRAFT_313132
512,Dapma7bEVm011937,FBgn0034365,CLC;GRIFIN;LGALS12;LGALS13;LGALS14;LGALS16;LGALS3;LGALS4;LGALS8;LGALS9;LGALS9B;LGALS9C;LGALSL,
513,Dapma7bEVm022064,,,
514,Dapma7bEVm015609,,,
515,Dapma7bEVm005197,,,DAPPUDRAFT_304124
516,Dapma7bEVm028797,,,
517,Dapma7bEVm016285,,,
518,Dapma7bEVm017799,,,
519,Dapma7bEVm008562,FBgn0038966,CLVS1;CLVS2;RLBP1;TTPA;TTPAL,DAPPUDRAFT_307025
520,Dapma7bEVm025600,,,
521,Dapma7bEVm022955,FBgn0032700,C16orf58,DAPPUDRAFT_302922;DAPPUDRAFT_327911;DAPPUDRAFT_60988
522,Dapma7bEVm008255,,,
523,Dapma7bEVm012532,,,
524,Dapma7bEVm027322,,,DAPPUDRAFT_116709
525,Dapma7bEVm012831,,,
526,Dapma7bEVm003983,FBgn0035227,DEPDC5,DAPPUDRAFT_327275
527,Dapma7bEVm011704,,,DAPPUDRAFT_333100
528,Dapma7bEVm016903,,,
529,Dapma7bEVm009762,FBgn0259226,,DAPPUDRAFT_257231
530,Dapma7bEVm000858,FBgn0031265,,DAPPUDRAFT_61435
531,Dapma7bEVm015088,FBgn0261534,,DAPPUDRAFT_303999
532,Dapma7bEVm005097,FBgn0031519;FBgn0039141,FIGN;FIGNL1;SPAST,DAPPUDRAFT_229316;DAPPUDRAFT_322816
533,Dapma7bEVm028001,FBgn0262123,CCDC40,
534,Dapma7bEVm015267,FBgn0035166;FBgn0036366,HIF1AN;JMJD5;KDM8;TYW5,DAPPUDRAFT_310540
535,Dapma7bEVm009975,FBgn0053094,PACSIN1;PACSIN2;PACSIN3,DAPPUDRAFT_303168
536,Dapma7bEVm015109,FBgn0285926,IGF2BP1;IGF2BP2;IGF2BP3,DAPPUDRAFT_2216
537,Dapma7bEVm005066,FBgn0033645,,DAPPUDRAFT_259009
538,Dapma7bEVm001063,,,DAPPUDRAFT_310476;DAPPUDRAFT_345083
539,Dapma7bEVm006587,FBgn0035035,BMT2,DAPPUDRAFT_189314
540,Dapma7bEVm016110,FBgn0036485;FBgn0044872,FUT3;FUT4;FUT5;FUT6;FUT7;FUT9,DAPPUDRAFT_58299
541,Dapma7bEVm011589,,,
542,Dapma7bEVm016849,FBgn0051992,,DAPPUDRAFT_300013
543,Dapma7bEVm018100,FBgn0285949,RPL31,DAPPUDRAFT_227532
544,Dapma7bEVm009701,FBgn0039959,GCN1,DAPPUDRAFT_111031
545,Dapma7bEVm028446,,,
546,Dapma7bEVm019787,,,DAPPUDRAFT_305522;DAPPUDRAFT_305523
547,Dapma7bEVm018128,,,
548,Dapma7bEVm010685,FBgn0030222;FBgn0030223;FBgn0039640;FBgn0039656;FBgn0046253;FBgn0051445;FBgn0263236;FBgn0285963,ANPEP;ENPEP;FLJ90650;LOC101929950;LVRN;NPEPPS;TRHDE,DAPPUDRAFT_115736;DAPPUDRAFT_196131;DAPPUDRAFT_203789;DAPPUDRAFT_203795;DAPPUDRAFT_203797;DAPPUDRAFT_218787;DAPPUDRAFT_243400;DAPPUDRAFT_302210;DAPPUDRAFT_302859;DAPPUDRAFT_304409;DAPPUDRAFT_317254;DAPPUDRAFT_329565;DAPPUDRAFT_331359;DAPPUDRAFT_61964
549,Dapma7bEVm004154,,MPND;MYSM1,DAPPUDRAFT_23970
550,Dapma7bEVm006350,,TMEM98,DAPPUDRAFT_319144
551,Dapma7bEVm014146,,C8orf33;LOC105373926;LOC105374103;LOC105376526;LOC105376906;LOC105379356;LOC107984745;LOC112267992;RTL1,
552,Dapma7bEVm013440,FBgn0017414,CENPB;CENPBD1;HEL106;JRK;JRKL;MGC12965;TIGD1;TIGD2;TIGD3;TIGD4;TIGD5;TIGD6;TIGD7,DAPPUDRAFT_305668;DAPPUDRAFT_94311
553,Dapma7bEVm029218,,,
554,Dapma7bEVm000942,FBgn0031716,MANEA;MANEAL,DAPPUDRAFT_216236
555,Dapma7bEVm017309,FBgn0000551;FBgn0002534;FBgn0002535;FBgn0003046;FBgn0020637;FBgn0020638;FBgn0020639;FBgn0030398;FBgn0033597;FBgn0033602;FBgn0033603;FBgn0033725;FBgn0033726;FBgn0033728;FBgn0033729;FBgn0033730;FBgn0033731;FBgn0035686;FBgn0035735;FBgn0035736;FBgn0035737;FBgn0036108;FBgn0036109;FBgn0036110;FBgn0037067;FBgn0037068;FBgn0037069;FBgn0050042;FBgn0050045;FBgn0086519;FBgn0086611,,
556,Dapma7bEVm015777,,,
557,Dapma7bEVm005607,FBgn0029118;FBgn0037643,DKFZp564P2062;SUCLA2;SUCLG2,DAPPUDRAFT_306482
558,Dapma7bEVm003536,,MSH4,DAPPUDRAFT_303339
559,Dapma7bEVm018171,FBgn0000308,PFN1;PFN2,DAPPUDRAFT_307555
560,Dapma7bEVm018511,FBgn0037901,EXD2,DAPPUDRAFT_325251;DAPPUDRAFT_325261;DAPPUDRAFT_341412
561,Dapma7bEVm002900,,,DAPPUDRAFT_64529
562,Dapma7bEVm015144,,,DAPPUDRAFT_347607;DAPPUDRAFT_347608;DAPPUDRAFT_347609
563,Dapma7bEVm006239,FBgn0023495;FBgn0023496;FBgn0024740;FBgn0031533;FBgn0032264;FBgn0032265;FBgn0032266;FBgn0032271;FBgn0032981;FBgn0033999;FBgn0034990;FBgn0036996;FBgn0038067;FBgn0038068;FBgn0038069;FBgn0038070;FBgn0042207;FBgn0043825;FBgn0051089;FBgn0051091;FBgn0051871;FBgn0051872;FBgn0265264,LIPA;LIPF;LIPJ;LIPK;LIPM;LIPN,DAPPUDRAFT_223831;DAPPUDRAFT_236145;DAPPUDRAFT_302685;DAPPUDRAFT_307732;DAPPUDRAFT_308282;DAPPUDRAFT_312735;DAPPUDRAFT_312736;DAPPUDRAFT_316749;DAPPUDRAFT_318573;DAPPUDRAFT_332432;DAPPUDRAFT_58959
564,Dapma7bEVm006637,FBgn0028434,ERCC1,
565,Dapma7bEVm003945,FBgn0086446,DCTN6,DAPPUDRAFT_208336
566,Dapma7bEVm004094,FBgn0039013,RNF220,DAPPUDRAFT_325740
567,Dapma7bEVm005848,,,DAPPUDRAFT_251997
568,Dapma7bEVm029564,,,
569,Dapma7bEVm012716,,,
570,Dapma7bEVm010085,,,DAPPUDRAFT_302439
571,Dapma7bEVm006386,,METTL24,DAPPUDRAFT_105421;DAPPUDRAFT_107780;DAPPUDRAFT_110191;DAPPUDRAFT_111599;DAPPUDRAFT_111605;DAPPUDRAFT_111606;DAPPUDRAFT_118494;DAPPUDRAFT_225476;DAPPUDRAFT_234477;DAPPUDRAFT_234478;DAPPUDRAFT_239346;DAPPUDRAFT_239884;DAPPUDRAFT_239885;DAPPUDRAFT_246507;DAPPUDRAFT_248919;DAPPUDRAFT_253732;DAPPUDRAFT_253759;DAPPUDRAFT_260923;DAPPUDRAFT_266643;DAPPUDRAFT_266929;DAPPUDRAFT_274746;DAPPUDRAFT_311810;DAPPUDRAFT_325714;DAPPUDRAFT_327649;DAPPUDRAFT_330617;DAPPUDRAFT_330637;DAPPUDRAFT_7071;DAPPUDRAFT_95368
572,Dapma7bEVm008018,FBgn0040918,CERS2;CERS3;CERS4;CERS5;CERS6,DAPPUDRAFT_309267
573,Dapma7bEVm009884,,FAM46A;FAM46B;FAM46C;FAM46D,DAPPUDRAFT_13279
574,Dapma7bEVm001217,FBgn0061492,TMED6,DAPPUDRAFT_45190
575,Dapma7bEVm004744,FBgn0031491;FBgn0039378,A4GALT;A4GNT,DAPPUDRAFT_105426;DAPPUDRAFT_111182;DAPPUDRAFT_224373;DAPPUDRAFT_227867;DAPPUDRAFT_239742;DAPPUDRAFT_246526;DAPPUDRAFT_25102;DAPPUDRAFT_255611;DAPPUDRAFT_308011;DAPPUDRAFT_32452;DAPPUDRAFT_330627;DAPPUDRAFT_3999
576,Dapma7bEVm002034,FBgn0000551;FBgn0002534;FBgn0002535;FBgn0003046;FBgn0020637;FBgn0020638;FBgn0020639;FBgn0030398;FBgn0033597;FBgn0033602;FBgn0033603;FBgn0033725;FBgn0033726;FBgn0033728;FBgn0033729;FBgn0033730;FBgn0033731;FBgn0035686;FBgn0035735;FBgn0035736;FBgn0035737;FBgn0036108;FBgn0036109;FBgn0036110;FBgn0037067;FBgn0037068;FBgn0037069;FBgn0050042;FBgn0050045;FBgn0086519;FBgn0086611,,DAPPUDRAFT_64872
577,Dapma7bEVm010500,FBgn0030552,MRPL38,DAPPUDRAFT_41519
578,Dapma7bEVm009523,FBgn0032006,CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB,DAPPUDRAFT_114299;DAPPUDRAFT_253800;DAPPUDRAFT_302458;DAPPUDRAFT_302459;DAPPUDRAFT_305264;DAPPUDRAFT_308023;DAPPUDRAFT_325477;DAPPUDRAFT_331276;DAPPUDRAFT_4284;DAPPUDRAFT_43719;DAPPUDRAFT_44144;DAPPUDRAFT_53509;DAPPUDRAFT_58353;DAPPUDRAFT_58385;DAPPUDRAFT_64428
579,Dapma7bEVm006730,FBgn0044028,NOTUM,DAPPUDRAFT_57291
580,Dapma7bEVm000150,FBgn0014141;FBgn0028371,FLNB,DAPPUDRAFT_328543
581,Dapma7bEVm015106,,SIDT1;SIDT2,DAPPUDRAFT_104074;DAPPUDRAFT_220792;DAPPUDRAFT_233772;DAPPUDRAFT_309172
582,Dapma7bEVm002419,FBgn0283659,THG1L,DAPPUDRAFT_39947
583,Dapma7bEVm018691,FBgn0016126;FBgn0264607,CAMK1;CAMK1D;CAMK1G;CAMK4;CAMKV;PNCK;PSKH1;PSKH2,DAPPUDRAFT_327956
584,Dapma7bEVm006978,,,DAPPUDRAFT_100545;DAPPUDRAFT_240014
585,Dapma7bEVm004663,FBgn0039156,ACSM1;ACSM2A;ACSM2B;ACSM3;ACSM4;ACSM5;ACSM6,DAPPUDRAFT_303557
